1461,20,5,80,11622,1,3,4,1,1,3,1,12,2,3,1,1,5,6,1961,1961,1,1,2,2,1,0,1,1,1,2,1,2,6,468,5,144,270,882,1,5,1,1,896,0,0,896,0,0,1,0,2,1,1,5,1,0,5,1,1961,2,1,730,1,1,1,140,0,0,0,120,0,1,2,1,0,6,2010,1,1
1462,20,1,81,14267,1,3,1,1,1,1,1,12,3,3,1,1,6,6,1958,1958,2,1,14,14,2,108,1,1,1,2,1,2,1,923,1,0,406,1329,1,5,1,1,1329,0,0,1329,0,0,1,1,3,1,2,6,1,0,5,1,1958,2,1,312,1,1,1,393,36,0,0,0,0,1,1,3,12500,6,2010,1,1
1463,60,1,74,13830,1,3,1,1,1,3,1,21,3,3,1,2,5,5,1997,1998,1,1,2,2,1,0,1,1,2,1,1,2,2,791,1,0,137,928,1,2,1,1,928,701,0,1629,0,0,2,1,3,1,1,6,1,1,1,1,1997,3,2,482,1,1,1,212,34,0,0,0,0,1,2,1,0,3,2010,1,1
1464,60,1,78,9978,1,3,1,1,1,3,1,21,3,3,1,2,6,6,1998,1998,1,1,2,2,2,20,1,1,2,2,1,2,2,602,1,0,324,926,1,1,1,1,926,678,0,1604,0,0,2,1,3,1,2,7,1,1,2,1,1998,3,2,470,1,1,1,360,36,0,0,0,0,1,1,1,0,6,2010,1,1
1465,120,1,43,5005,1,3,1,4,1,3,1,23,3,3,5,1,8,5,1992,1992,1,1,9,9,1,0,2,1,2,1,1,2,1,263,1,0,1017,1280,1,1,1,1,1280,0,0,1280,0,0,2,0,2,1,2,5,1,0,5,1,1992,1,2,506,1,1,1,0,82,0,0,144,0,1,1,1,0,1,2010,1,1
1466,60,1,75,10000,1,3,1,1,1,1,1,21,3,3,1,2,6,5,1993,1994,1,1,9,9,1,0,1,1,2,1,1,2,7,0,1,0,763,763,1,2,1,1,763,892,0,1655,0,0,2,1,3,1,1,7,1,1,1,1,1993,3,2,440,1,1,1,157,84,0,0,0,0,1,1,1,0,4,2010,1,1
1467,20,1,1,7980,1,3,1,1,1,3,1,21,3,3,1,1,6,7,1992,2007,1,1,9,9,1,0,1,4,2,1,1,2,1,935,1,0,233,1168,1,1,1,1,1187,0,0,1187,1,0,2,0,3,1,1,6,1,0,5,1,1992,3,2,420,1,1,1,483,21,0,0,0,0,1,3,2,500,3,2010,1,1
1468,60,1,63,8402,1,3,1,1,1,3,1,21,3,3,1,2,6,5,1998,1998,1,1,2,2,1,0,1,1,2,1,1,2,7,0,1,0,789,789,1,2,1,1,789,676,0,1465,0,0,2,1,3,1,1,7,1,1,2,1,1998,3,2,393,1,1,1,0,75,0,0,0,0,1,1,1,0,5,2010,1,1
1469,20,1,85,10176,1,3,4,1,1,3,1,21,3,3,1,1,7,5,1990,1990,1,1,9,9,1,0,1,1,2,1,1,1,2,637,1,0,663,1300,1,2,1,1,1341,0,0,1341,1,0,1,1,2,1,2,5,1,1,6,1,1990,2,2,506,1,1,1,192,0,0,0,0,0,1,1,1,0,2,2010,1,1
1470,20,1,70,8400,1,3,4,1,1,1,1,12,3,3,1,1,4,5,1970,1970,1,1,11,11,1,0,1,1,1,2,1,2,1,804,7,78,0,882,1,5,1,1,882,0,0,882,1,0,1,0,2,1,1,4,1,0,5,1,1970,3,2,525,1,1,1,240,0,0,0,0,0,1,2,1,0,4,2010,1,1
1471,120,5,26,5858,1,3,1,1,1,2,1,12,3,3,5,1,7,5,1999,1999,1,1,1,1,1,0,2,1,2,1,1,2,2,1051,2,0,354,1405,1,1,1,1,1337,0,0,1337,1,0,2,0,2,1,2,5,1,1,4,1,1999,3,2,511,1,1,1,203,68,0,0,0,0,1,1,1,0,6,2010,1,1
1472,160,2,21,1680,1,3,4,1,1,3,1,18,3,3,4,2,6,5,1971,1971,1,1,9,9,2,504,1,1,1,2,1,2,6,156,1,0,327,483,1,5,1,1,483,504,0,987,0,0,1,1,2,1,1,5,1,0,5,2,1971,2,1,264,1,1,1,275,0,0,0,0,0,1,1,1,0,2,2010,4,1
1473,160,2,21,1680,1,3,4,1,1,3,1,18,3,3,4,2,5,5,1971,1971,1,1,9,9,2,492,1,1,1,2,1,2,6,300,1,0,225,525,1,5,1,1,525,567,0,1092,0,0,1,1,3,1,1,6,1,0,5,2,1997,2,1,320,1,1,1,0,0,0,0,0,0,1,1,1,0,3,2010,1,1
1474,160,1,24,2280,1,3,4,1,1,2,1,22,3,3,4,2,6,6,1975,1975,1,1,11,5,1,0,1,1,1,2,1,2,1,514,1,0,341,855,1,5,1,1,855,601,0,1456,0,0,2,1,3,1,2,6,1,1,1,1,1975,2,2,440,1,1,1,173,0,0,0,0,0,1,1,1,0,6,2010,1,1
1475,120,1,24,2280,1,3,4,1,1,2,1,22,3,3,4,1,7,6,1975,1975,1,1,11,5,1,0,1,1,1,1,1,2,7,0,1,0,836,836,1,1,1,1,836,0,0,836,0,0,1,0,2,1,1,4,1,0,5,1,1975,2,1,308,1,1,1,0,30,0,0,0,0,1,1,1,0,6,2010,1,1
1476,60,1,102,12858,1,3,1,1,1,3,1,11,3,3,1,2,9,5,2009,2010,1,1,2,2,5,162,3,1,2,3,1,2,7,0,1,0,1590,1590,1,1,1,1,1627,707,0,2334,0,0,2,1,3,1,3,10,1,1,2,1,2009,3,3,751,1,1,1,144,133,0,0,0,0,1,1,1,0,1,2010,2,6
1477,20,1,94,12883,1,3,1,1,1,1,1,11,3,3,1,1,8,5,2009,2010,1,1,2,2,5,256,2,1,2,1,1,2,7,0,1,0,1544,1544,1,1,1,1,1544,0,0,1544,0,0,2,0,3,1,2,7,1,0,5,1,2009,1,3,868,1,1,1,0,35,0,0,0,0,1,1,1,0,6,2010,2,6
1478,20,1,90,11520,1,3,4,1,1,3,1,11,5,3,1,1,9,5,2005,2005,2,1,2,2,2,615,2,1,2,3,1,2,2,110,1,0,1588,1698,1,1,1,1,1698,0,0,1698,0,0,2,0,3,1,3,7,1,1,2,1,2005,3,3,730,1,1,1,192,74,0,0,0,0,1,1,1,0,6,2010,1,1
1479,20,1,79,14122,1,3,1,1,1,3,1,11,3,3,1,1,8,5,2005,2006,2,1,8,8,2,240,2,1,2,3,1,2,2,28,1,0,1794,1822,1,1,1,1,1822,0,0,1822,0,0,2,0,3,1,3,8,1,1,2,1,2005,1,3,678,1,1,1,0,119,0,0,0,0,1,1,1,0,2,2010,1,1
1480,20,1,110,14300,1,3,4,4,1,3,2,11,3,3,1,1,9,5,2003,2004,2,1,2,2,2,1095,3,1,2,3,1,1,2,1373,1,0,1473,2846,1,1,1,1,2696,0,0,2696,1,0,2,1,3,1,3,10,1,2,2,1,2003,3,3,958,1,1,1,220,150,0,0,0,0,1,1,1,0,6,2010,1,1
1481,60,1,105,13650,1,3,4,1,1,1,1,11,3,3,1,2,8,5,2002,2002,1,1,2,2,2,232,2,1,2,1,1,1,2,578,1,0,1093,1671,1,1,1,1,1687,563,0,2250,1,0,2,1,3,1,2,7,1,1,3,1,2002,3,3,756,1,1,1,238,130,0,0,0,0,1,1,1,0,6,2010,1,1
1482,120,1,41,7132,1,3,1,1,1,3,1,11,3,3,5,1,8,5,2006,2006,1,1,2,2,5,178,2,1,2,1,1,4,2,24,1,0,1346,1370,1,1,1,1,1370,0,0,1370,0,0,2,0,2,1,2,6,1,1,2,1,2006,1,2,484,1,1,1,120,49,0,0,0,0,1,1,1,0,4,2010,1,1
